소재지,장례식장 이름,주소,전화번호
경기,성빈센트병원 장례식장,경기도 수원시 팔달구 중부대로 93(지동),031-249-8444
경기,수원시연화장장례식장,경기도 수원시 영통구 광교호수로 278 (하동),031-218-6560
경기,아주대학병원장례식장,경기도 수원시 영통구 광교중앙로49번길 46 (원천동),031-219-6654
경기,(주)중앙병원장례식장,경기도 수원시 권선구 권선로 654 (권선동),031-231-8888
경기,수원요양병원장례식장,경기도 수원시 영통구 매영로 229 (원천동),031-640-9797
경기,동수원장례식장,"경기도 수원시 팔달구 권광로367번길 77, B1층 (우만동, 동수원한방병원)",031-213-1640
경기,경기도의료원 수원병원장례식장,경기도 수원시 장안구 수성로245번길 69 (정자동),031-888-0114
경기,한독병원장례식장,경기도 수원시 팔달구 경수대로 487 (인계동),031-212-4444
경기,성남시의료원장례식장,"경기도 성남시 수정구 수정로171번길 10 (태평동, 성남시의료원)",031-738-7450
경기,태평서울병원소망장례식 장,"경기도 성남시 수정구 성남대로 1219 (수진동, 새소망병원)",031-751-3344
경기,성남시장례협동조합,경기도 성남시 중원구 순암로 800 (갈현동),031-752-0404
경기,분당차병원장례식장,"경기도 성남시 분당구 야탑로 59 (야탑동, 분당차병원)",031-780-6170
경기,분당서울대학교병원 장례식장,"경기도 성남시 분당구 구미로173번길 82 (구미동, 분당서울대병원)",031-787-1500
경기,성남중앙병원장례식장,경기도 성남시 중원구 산성대로476번길 12 (금광동),031-799-5200
경기,주식회사 분당제생병원장례식장,"경기도 성남시 분당구 서현로180번길 20 (서현동, 분당제생병원)",031-708-4444
경기,성모장례식장,경기도 성남시 분당구 새나리로 13 (야탑동),031-709-0404
경기,의정부성모장례식장,"경기도 의정부시 천보로 271 (금오동, 의정부성모병원)",031-820-3468
경기,의정부을지대학교병원,"경기도 의정부시 동일로 712,평온관 (금오동, 을지대학교의정부캠퍼스및부속병원)",031-951-7444
경기,추병원장례식장,경기도 의정부시 평화로 650 (의정부동),031-844-4442
경기,보람의정부장례식장,"경기도 의정부시 추동로 253, B1층 (신곡동)",031-851-4444
경기,의정부장례예식장,경기도 의정부시 체육로 113-18 (녹양동),031-871-4444
경기,백병원장례식장,경기도 의정부시 금신로 322 (신곡동),031-844-4450
경기,경기도의료원 의정부병원장례식장,"경기도 의정부시 흥선로 142 (의정부동, 경기도의정부의료원)",031-828-5444
경기,중앙병원장례식장,경기도 의정부시 평화로 609 (의정부동),031-847-4444
경기,연세장례식장,"경기도 의정부시 호국로 1342 지하1층,2층 (의정부동)",031-848-4545
경기,자미원스카이장례식장,"경기도 의정부시 호국로 1342. 9,10층 (의정부동, 의정부요양병원)",031-840-4444
경기,샘안양병원장례식장,"경기도 안양시 만안구 삼덕로 9,613-8 (안양동, 안양샘병원)",031-467-9114
경기,안양장례식장,경기도 안양시 동안구 엘에스로144번길 190 (호계동),031-456-5555
경기,한림대성심병원장례식장,"경기도 안양시 동안구 관평로170번길 22 (평촌동, 한림대성심병원)",031-382-5004
경기,안양메트로병원장례식장,"경기도 안양시 만안구 명학로33번길 8 (안양동, 메트로병원)",031-449-9000
경기,부천성모병원장례식장,"경기도 부천시 원미구 소사로 327 (소사동, 가톨릭대부천성모병원)",032-340-7300
경기,부천시민장례식장,경기도 부천시 원미구 장말로372번길 15 (심곡동),032-666-4440
경기,순천향부천장례식장,"경기도 부천시 원미구 조마루로 170 (중동, 순천향대학교부천병원)",032-327-3060
경기,휴앤유병원장례식장,경기도 부천시 소사구 심곡로10번길 63 (송내동),032-662-1024
경기,세종병원장례식장,"경기도 부천시 소사구 호현로489번길 28 (소사본동, 세종병원)",032-346-1164
경기,다니엘병원장례식장(구 늘푸른장례식장),경기도 부천시 원미구 중동로 361 (약대동),032-678-4242
경기,뉴대성병원장례식장(구 DS병원장례식장),"경기도 부천시 부흥로 377 (심곡동, DS병원)",032-666-1002
경기,부천장례식장,경기도 부천시 원미구 원미로 213 (춘의동),032-651-0444
경기,중앙대학교광명병원장례 식장,"경기도 광명시 덕안로 110, 중앙대학교 광명병원 B2층 (일직동)",02-2610-9472
경기,광명성애병원장례식장,경기도 광명시 디지털로 36 (철산동),02-2684-4444
경기,예지원장례식장,"경기도 광명시 광명로 844, B1층 (광명동, 예지원요양병원)",02-2060-4444
경기,안중장례문화센타,"경기도 평택시 안중읍 서동대로 1931-11 (금곡리, 안중백병원)",031-683-4440
경기,제일장례식장,경기도 평택시 삼봉로 30 (독곡동),031-611-1144
경기,교원예움 평택장례식장,"경기도 평택시 신평로 205, (구)평택장례문화원 (군문동)",031-652-0404
경기,중앙장례식장,경기도 평택시 경기대로 931 (장당동),031-666-3400
경기,금성장례식장(휴업),경기도 평택시 진위면 남부대로 655 (동천리),031-664-4444
경기,송탄장례식장,경기도 평택시 오리곡길 30 (독곡동),031-611-4488
경기,농협연합장례식장,경기도 평택시 오성면 서동대로 2427-28 (안화리),031-684-6444
경기,송탄중앙병원장례식장,"경기도 평택시 오좌동길 17-16 (독곡동, 송탄중앙병원)",031-611-7600
경기,서정리장례식장,경기도 평택시 정암로 78-14 (이충동),031-646-2000
경기,평택이편안장례문화원,"경기도 평택시 안중읍 서동대로 1831-16 (금곡리, 평택의료시설)",031-681-0444
경기,이담장례식장,경기도 동두천시 삼육사로 747 (상패동),031-866-7300
경기,동두천중앙성모장례식장,경기도 동두천시 동광로 53 (생연동),031-862-4949
경기,예드림장례식장,경기도 동두천시 강변로 422 (생연동),031-868-4440
경기,동두천장례식장,경기도 동두천시 평화로 2972 (상봉암동),031-861-0044
경기,고려대안산병원장례식장,"경기도 안산시 단원구 적금로 123 (고잔동, 고려대학병원)",031-411-4441
경기,(주)코스모스제일장례식 장,경기도 안산시 상록구 수인로 1222 (일동),031-406-2000
경기,군자장례식장(안산시민 장례문화원),경기도 안산시 단원구 원곡공원로 11-9 (원곡동),031-495-4000
경기,한도병원장례식장,경기도 안산시 단원구 선부광장로 103 (선부동),031-485-4422
경기,한사랑병원장례문화센타,경기도 안산시 상록구 광덕1로 345 (이동),031-439-4444
경기,안산온누리병원장례식장,경기도 안산시 단원구 선부로 201 (선부동),031-487-4444
경기,국화향기,경기도 안산시 상록구 구룡로 87 (일동),031-501-4646
경기,사랑의병원장례식장,경기도 안산시 상록구 예술광장로 69 (성포동),031-437-4000
경기,세화병원장례식장,경기도 안산시 상록구 용신로 355 (본오동),031-501-4444
경기,플러스단원병원장례문화 원,"경기도 안산시 단원구 원포공원로 10,지상1.2.3층 (초지동)",031-410-4444
경기,안산장례식장,경기도 안산시 상록구 선진안길 33 (사동),031-419-4400
경기,안산중앙요양병원장례식 장,"경기도 안산시 단원구 고잔로 134 (고잔동, 안산중앙요양병원)",031-403-4440
경기,일산백장례서비스㈜,"경기도 고양시 일산서구 주화로 170, 일산백병원 B2층 (대화동)",031-910-7444
경기,동국대학교일산장례식장,"경기도 고양시 일산동구 동국로 27 (식사동, 동국대학교일산병원)",031-961-9400
경기,원당장례식장(주)고양베 스트,경기도 고양시 덕양구 고양대로 1359-5 (성사동),031-965-4444
경기,일산복음병원장례식장,"경기도 고양시 일산동구 고양대로 760, 나동 B1층 (중산동, 일산복음병원)",031-977-6000
경기,주식회사 헤븐앤어스,"경기도 고양시 덕양구 화수로14번길 55, 명지병원 B1층 (화정동)",031-810-5444
경기,국민건강보험공단일산병 원장례식장,"경기도 고양시 일산동구 일산로 100 (백석동, 국민건강보험공단일산병원)",031-900-0444
경기,쉴낙원 일산장례식장,"경기도 고양시 일산동구 백마로 62 (장항동, 일산쉴낙원)",031-923-7000
경기,베스트장례식장,경기도 고양시 일산서구 경의로 816-1 (덕이동),031-924-4444
경기,원당연세장례식장,경기도 고양시 덕양구 고양대로 1359 (성사동),031-966-4444
경기,원진녹색병원장례식장,경기도 구리시 동구릉로 65 (인창동),031-552-5119
경기,한양대학교구리병원장례 식장,"경기도 구리시 경춘로 153 (교문동, 한양대학교구리병원)",031-566-2040
경기,윤서병원장례식장,경기도 구리시 건원대로99번길 123 (인창동),031-562-4444
경기,나눔병원장례식장,"경기도 남양주시 오남읍 진건오남로797번길 9 (양지리, 우리병원)",031-574-4442
경기,백년장례문화원,경기도 남양주시 마치로 90 (호평동),031-594-4444
경기,남양주장례식장(구 남양동산),경기도 남양주시 진건읍 진건오남로 458 (송능리),031-528-4444
경기,남양주한양병원장례식장,"경기도 남양주시 오남읍 양지로 47-55 (오남리, 남양한양병원)",031-529-4440
경기,원병원장례식장,"경기도 남양주시 화도읍 경춘로 1943-16 (창현리, 원병원)",031-511-9944
경기,남양주혜성병원장례식장,"경기도 남양주시 경춘로1308번길 4,B1층 (평내동)",031-594-4442
경기,오산장례문화원,경기도 오산시 경기동로 125 (부산동),031-375-1100
경기,오산한국병원장례식장,"경기도 오산시 밀머리로1번길 16 (원동, 오산한국병원)",031-375-7600
경기,쉴낙원 오산동탄장례식장,"경기도 오산시 경기대로658번길 30 (내삼미동, 오산동탄쉴낙원)",031-966-1009
경기,시흥장례원,경기도 시흥시 서해안로 586 (정왕동),031-434-4114
경기,시흥누리병원장례식장,경기도 시흥시 수인로3325번길 5 (신천동),031-404-4444
경기,신천제일병원장례식장,경기도 시흥시 호현로10번길 7-1 (신천동),031-318-9444
경기,신천연합병원장례식장,경기도 시흥시 복지로 57 (대야동),031-310-6440
경기,시흥우리장례식장,경기도 시흥시 평안상가5길 19 (정왕동),031-433-5444
경기,시화병원장례식장,"경기도 시흥시 군자천로 381-1 (정왕동, 시화병원)",031-431-4444
경기,센트럴병원장례식장,"경기도 시흥시 공단1대로 237 (정왕동, 센트럴병원)",031-434-4466
경기,학교법인영산학원 산본장례식장,"경기도 군포시 산본로 321 (산본동,원광대산본병원)",031-395-4438
경기,지샘병원장례식장,경기도 군포시 군포로 591 (당동),031-389-3000
경기,시티병원장례식장,경기도 의왕시 오전천로 29 (오전동),031-459-7575
경기,다사랑중앙병원장례식장,경기도 의왕시 등칙골1길 22 (오전동),031-427-4440
경기,하남시 마루공원(장례식장),"경기도 하남시 하남대로545번길 22-30 (천현동, 종합공설장사시설)",031-795-2222
경기,쉴낙원 경기장례식장,"경기도 용인시 수지구 포은대로 836 (죽전동, 용인쉴낙원)",031-672-1009
경기,연세대학교 용인장례식장,경기도 용인시 기흥구 동백죽전대로 363 (중동),031-678-7600
경기,보정장례식장,"경기도 용인시 기흥구 용구대로2469번길 136 (보정동, 보정장례문화센타)",031-276-4001
경기,용인제일메디장례식장,"경기도 용인시 처인구 포곡읍 포곡로210번길 21-11, B1층 (둔전리)",031-332-4444
경기,용인평온의숲 장례식장,"경기도 용인시 처인구 이동면 평온의숲로 77 (어비리, 용인평온의숲)",031-329-5959
경기,다보스병원장례식장(영 문의료재단),"경기도 용인시 처인구 백옥대로1082번길 18, B1층 (김량장동, 다보스종합병원)",031-323-4444
경기,(주)기흥장례식장,경기도 용인시 기흥구 하갈로 17 (하갈동),031-275-4444
경기,용인서울병원장례식장,경기도 용인시 처인구 고림로 81 (고림동),031-323-4000
경기,용인시민장례문화원,"경기도 용인시 처인구 양지면 중부대로 1978-24 (남곡리, 용인시민장례문화원)",031-334-4444
경기,파주 한빛병원 장례식장,"경기도 파주시 탄현면 평화로574번길 17 (갈현리, 파주성모병원)",031-941-4444
경기,한사랑요양병원장례식장,경기도 파주시 파주읍 통일로 1568 (봉서리),031-953-7900
경기,교하장례식장,"경기도 파주시 하지석길 45, B1층 (교하동)",031-944-4449
경기,광탄현대병원장례식장,"경기도 파주시 광탄면 큰여울길 20-16 (신산리, 광탄병원)",031-947-8833
경기,예담장례식장,경기도 파주시 문산읍 화석정로 31 (선유리),031-959-4444
경기,쉴낙원 파주운정장례식장,"경기도 파주시 하늘채길 35, (하지석동, 쉴낙원 파주운정장례식장)",031-957-4444
경기,메디인병원장례식장,경기도 파주시 금릉역로 190 (금촌동),031-570-9093
경기,파주보람장례식장,경기도 파주시 월롱면 통일로 715-2 (영태리),031-947-9444
경기,문산장례문화원,"경기도 파주시 문산읍 통일로 1677 (문산리, 문산장례문화원)",031-954-4444
경기,경기도의료원 파주병원장례식장,경기도 파주시 중앙로 207 (금촌동),031-940-9370
경기,경기도의료원 이천병원장례식장,경기도 이천시 경충대로 2742 (관고동),031-630-4444
경기,효자원장례식장,경기도 이천시 백사면 지읍로 169 (조읍리),031-631-4411
경기,송산장례식장,경기도 이천시 장호원읍 서동대로 8579 (송산리),031-641-4440
경기,장호원장례식장,"경기도 이천시 장호원읍 샘재로145번길 41 (장호원리, 장호원성모요양병원)",031-641-2660
경기,하늘공원장례식장,"경기도 이천시 대월면 경충대로 1557 (장평리, 하늘공원장례식장)",031-636-3900
경기,성혜원장례식장,"경기도 안성시 남파로 169, B1층 (당왕동, 안성성요셉병원)",031-671-6500
경기,동일죽장례식장,"경기도 안성시 일죽면 서동대로 7866 (당촌리, 동일죽장례식장)",031-674-4446
경기,동인병원장례식장,경기도 안성시 인지1길 15 (인지동),031-671-4494
경기,공도장례식장(영화원),경기도 안성시 원곡면 기업단지로 271 (반제리),031-652-2100
경기,도민장례식장,경기도 안성시 공도읍 서동대로 4012 (승두리),031-692-4444
경기,아너스힐병원장례식장,"경기도 김포시 통진읍 흥신로 320-10 (도사리, 제이에스병원)",031-989-4404
경기,쉴낙원 김포장례식장,"경기도 김포시 승가로58번길 7 (풍무동, 김포쉴낙원)",031-449-1009
경기,뉴고려병원장례식장,경기도 김포시 김포한강3로 283 (장기동),031-998-4415
경기,우리병원장례예식장,경기도 김포시 감암로 11 (걸포동),031-999-1444
경기,마송장례식장,경기도 김포시 통진읍 김포대로 2110-44 (도사리),031-988-2277
경기,(재)하늘가장례식장,경기도 화성시 향남읍 발안로 322 (관리),031-366-4444
경기,교원예움 화성장례식장,경기도 화성시 마도면 쌍송북로 111 (두곡리),031-355-8000
경기,화성함백산장례식장,"경기도 화성시 매송면 서해로 2448-32, 화성시함백산장례식장",031-293-4244
경기,봉담장례문화원,경기도 화성시 봉담읍 서봉산길 40 (유리),031-278-0404
경기,화성중앙종합병원장례식 장,"경기도 화성시 향남읍 발안로 5 (평리, 화성중앙병원)",031-352-4483
경기,원광종합병원장례식장,경기도 화성시 화산북로 21 (송산동),031-226-4444
경기,송산장례문화원,경기도 화성시 송산면 화성로 284 (육일리),031-357-9800
경기,효원장례문화센타,경기도 화성시 정조로 107 (반정동),031-222-0999
경기,화성유일병원장례식장,경기도 화성시 남양읍 남양로920번길 6 (북양리),031-355-4744
경기,한림대동탄성심병원장례 식장,"경기도 화성시 큰재봉길 7 (석우동, 한림대학교동탄성심병원)",031-8003-4410
경기,화성현대장례문화원,경기도 화성시 우정읍 남양만로 662 (이화리),031-379-6040
경기,조암장례식장,경기도 화성시 장안면 사랑리 432-2,02-358-4448
경기,오포장례식장,경기도 광주시 오포읍 오포로 225-7 (능평리),031-797-0444
경기,삼육병원장례식장,경기도 광주시 초월읍 경수길 25 (지월리),031-760-3644
경기,곤지암장례식장,경기도 광주시 곤지암읍 경충대로 811-22 (삼리),031-766-5544
경기,경안장례식장,경기도 광주시 경충대로 1744 (역동),031-769-0444
경기,곤지암농협장례문화원,경기도 광주시 곤지암읍 경충대로 784-64 (삼리),031-798-9750
경기,회천농협장례문화원,경기도 양주시 평화로 1861 (회정동),031-864-4444
경기,양주한국병원장례문화원 주식회사,경기도 양주시 화합로 1489 (고암동),031-928-7444
경기,양주장례문화원,경기도 양주시 평화로1357번길 8 (덕계동),031-863-4444
경기,광적장례식장,경기도 양주시 광적면 부흥로 887 (가납리),031-876-4449
경기,큰길장례문화원,경기도 양주시 광적면 부흥로 955-13(가납리),031-872-4444
경기,양주소망장례식장,경기도 양주시 평화로 1741 (회정동),031-866-4444
경기,양주예쓰병원 장례식장,경기도 양주시 회정로109번길 7-20 (덕정동),031-859-0444
경기,메디힐장례식장,경기도 포천시 신북면 청신로 2139 (기저리),031-534-4401
경기,포천장례문화원(주),경기도 포천시 호국로 908-13 (설운동),031-541-4144
경기,우리병원장례식장,경기도 포천시 소흘읍 호국로 661 (송우리),031-542-0444
경기,관인농협장례식장,경기도 포천시 관인면 창동로 1875 (탄동리),031-533-9086
경기,경기도의료원 포천병원장례식장,경기도 포천시 포천로 1648 (신읍동),031-539-9446
경기,영북농협장례식장,경기도 포천시 영북면 호국로 3761 (문암리),031-532-0832
경기,금강산장례문화원,경기도 포천시 일동면 금강로 4641 (수입리),031-534-4442
경기,여주장례식장,경기도 여주시 세종대왕면 중부대로 2710-48 (능서면 왕대리 981-7) (왕대리),031-885-1919
경기,여주시민장례문화원,경기도 여주시 칠산길 28-8 (상동),031-882-1000
경기,가남베스트장례식장,경기도 여주시 가남읍 경충대로961번길 2-15 (은봉리),031-882-1024
경기,세종여주병원장례식장,"경기도 여주시 청심로 39 (하동, 세종여주병원)",031-886-4496
경기,한국장례문화원(여주 국빈 장례식장),경기도 여주시 여양로 388-13 (오학동),031-885-4400
경기,전곡효사랑병원장례식장,경기도 연천군 전곡읍 평화로 525 (전곡리),031-832-4444
경기,연천군장례식장,"경기도 연천군 전곡읍 은대성로 95 (은대리, 연천군보건의료원)",031-832-4474
경기,가평연새장례식장,경기도 가평군 청평면 경춘로 1219 (상천리),031-585-6700
경기,가평군농협효문화센터,경기도 가평군 가평읍 경춘로 1775 (상색리),031-581-4442
경기,양서농협장례문화원,경기도 양평군 양서면 두물머리길 24 (양수리),031-771-1900
경기,양수삼성장례식장,"경기도 양평군 양서면 양수로 149-2 (양수리, 양수삼성요양병원)",031-771-4447
경기,효병원장례식장,경기도 양평군 용문면 다문북길 16 (다문리),031-774-4461
경기,양평병원장례식장,경기도 양평군 양평읍 중앙로 129 (공흥리),031-775-4444
경기,용문장례식장,경기도 양평군 용문면 경강로 3303 (광탄리),031-773-4321
경기,별그리다(사담재),"경기도 양평군 양동면 양동금곡1길 331 (삼산리, 양평공원묘원)",031-333-1111
경기,양평장례식장,경기도 양평군 양평읍 중앙로111번길 52 (공흥리),031-772-1024
경기,양평 갈월장례식장,경기도 양평군 양평읍 충신로324번길 64 (창대리),031-774-6066
강원,호반병원장례식장,강원특별자치도 춘천시 옛경춘로 663 (삼천동),033-252-0046
강원,교원예움 강원장례식장,강원특별자치도 춘천시 동내면 순환대로 877 (거두리),033-261-4441
강원,강원대학교병원장례식장,강원특별자치도 춘천시 백령로 156 (효자동),033-254-5611
강원,춘천장례식장,강원특별자치도 춘천시 동면 소양강로 409 (장학리),033-256-4444
강원,연세대학교 원주장례식장,"강원특별자치도 원주시 일산로 20,내 (일산동, 연세대학교원주세브란스기독병원)",033-744-3969
강원,(주)서원 바른장례식장,강원특별자치도 원주시 판부면 치악로 1133 (금대리),033-735-4444
강원,원주의료원장례식장,"강원특별자치도 원주시 서원대로 387 (개운동, 강원도원주의료원)",033-760-4644
강원,고색의료재단 장례식장,강원특별자치도 원주시 북원로 2636 (태장동),033-732-4670
강원,수장례식장,"강원특별자치도 원주시 문막읍 원문로 1419 (동화리, 연세메디하임병원)",033-745-4440
강원,효담삼산병원장례식장,강원특별자치도 원주시 혁신로 5 (반곡동),033-733-4444
강원,하늘원장례예식장,강원특별자치도 원주시 흥업면 사제로 539 (사제리),033-763-4444
강원,강릉아산병원장례식장,"강원특별자치도 강릉시 사천면 방동길 38 (방동리,강릉아산병원)",033-610-3895
강원,더원실업 우란장례식장,강원특별자치도 강릉시 옥가로 30 (옥천동),033-649-0135
강원,강원도강릉의료원장례식 장,"강원특별자치도 강릉시 경강로 2007,강릉의료원 (남문동)",033-610-1444
강원,강릉아나병원장례식장,강원특별자치도 강릉시 용지로 129 (옥천동),033-641-7100
강원,강릉동인병원장례식장,강원특별자치도 강릉시 강릉대로419번길 42 (포남동),033-650-6165
강원,주문진장례식장,강원특별자치도 강릉시 주문진읍 연주로 448-5 (주문리),033-662-4440
강원,중앙장례식장,강원특별자치도 동해시 효자로 748 (송정동),033-521-3700
강원,금강병원장례식장,강원특별자치도 동해시 동해대로 5143 (효가동),033-521-4443
강원,동해전문장례식장,강원특별자치도 동해시 중앙로 199 (천곡동),033-531-4740
강원,동해동인병원장례식장,"강원특별자치도 동해시 하평로 26 (평릉동, 동인병원)",033-530-0441
강원,동해병원장례식장,"강원특별자치도 동해시 하평로 11 (평릉동, 산재의료관리원동해병원)",033-535-3001
강원,근로복지공단 태백병원장례식장,"강원특별자치도 태백시 보드미길 8 (장성동, 근로복지공단태백병원)",033-581-4444
강원,태백문화장례식장,강원특별자치도 태백시 고원로 249 (황지동),033-552-4444
강원,강원특별자치도 속초의료원 장례식장,"강원특별자치도 속초시 영랑호반길 3 (영랑동, 속초의료원)",033-630-6016
강원,속초동해장례식장,강원특별자치도 속초시 중앙로 7 (교동),033-633-3964
강원,속초보광병원장례식장,"강원특별자치도 속초시 중앙로 11 (교동, 속초보광병원)",033-633-7444
강원,삼척의료원장례식장,강원특별자치도 삼척시 오십천로 418 (남양동),033-572-1141
강원,주식회사하늘정원장례식 장,"강원특별자치도 삼척시 강원남부로 4539 (등봉동, 하늘정원장례식장)",033-575-4441
강원,도계장례식장,"강원특별자치도 삼척시 도계읍 도계로3길 16-25 (전두리, 도계장례식장)",033-541-6250
강원,홍천군장례식장,강원특별자치도 홍천군 홍천읍 느리울길 70 (하오안리),033-436-1919
강원,쉴낙원 홍천장례문화원,강원특별자치도 홍천군 홍천읍 설악로 2374 (와동리),033-434-7788
강원,홍천아산병원장례식장,강원특별자치도 홍천군 홍천읍 산림공원1길 17 (갈마곡리),033-430-5420
강원,서석장례식장,강원특별자치도 홍천군 서석면 풍암길2길 30 (풍암리),033-430-4558
강원,대성장례센터,강원특별자치도 횡성군 횡성읍 횡성로 273 (입석리),033-343-1444
강원,횡성삼성병원장례식장,"강원특별자치도 횡성군 횡성읍 삼일로81번길 40(읍하리, 횡성삼성병원)",033-342-4444
강원,횡성장례문화센터,강원특별자치도 횡성군 횡성읍 학오로 56 (학곡리),033-344-4449
강원,강원특별자치도 영월의료원장례식장,"강원특별자치도 영월군 영월읍 중앙1로 59 (영흥리, 영월의료원)",033-370-9142
강원,영월장례식장,강원특별자치도 영월군 영월읍 영월로 2360-6 (연하리),033-374-5354
강원,평창장례식장,"강원특별자치도 평창군 평창읍 종부로 61 (종부리, 평창군보건의료원)",033-339-9033
강원,진부장례식장,강원특별자치도 평창군 진부면 오대천로 1958-21 (하진부리),033-339-9035
강원,정선장례식장,"강원특별자치도 정선군 정선읍 서동로 1277 (덕송리, 정선장례식장)",033-562-4444
강원,정선병원장례식장,강원특별자치도 정선군 정선읍 봉양1길 145 (봉양리),033-562-4440
강원,정선군사북장례식장,"강원특별자치도 정선군 사북읍 지장천로 727,정선군사북장례식장 (사북리, 정선군립병원)",033-592-4449
강원,김화장례문화원,강원특별자치도 철원군 서면 와수로 13 (와수리),033-458-0010
강원,철원장례문화원,강원특별자치도 철원군 동송읍 금학로157번길 23-17 (이평리),033-546-4444
강원,철원병원장례식장,강원특별자치도 철원군 갈말읍 명성로 208 (군탄리),033-452-0044
강원,화천군공설장례식장,"강원특별자치도 화천군 하남면 영서로 5697-66(원천리, 화천장례식장)",033-442-0452
강원,양구군장례식장,강원특별자치도 양구군 양구읍 금강산로 518-25 (하리),033-480-2576
강원,인제장례식장,"강원특별자치도 인제군 북면 금강로 210 (월학리, 인제장례식장)",033-461-1444
강원,하늘내린도리안,"강원특별자치도 인제군 남면 자작나무숲길 444-62(남전리, 하늘내린도리안공원)",033-461-0404
강원,고성장례식장,강원특별자치도 고성군 죽왕면 향목서길 9 (향목리),033-682-5000
강원,양양장례문화원,강원특별자치도 양양군 양양읍 양양로 9-1 (연창리),033-671-0404
충북,청주성모병원 장례식장,충청북도 청주시 청원구 주성로 173-19 (주중동),043-210-5444
충북,청주의료원장례식장,충청북도 청주시 서원구 흥덕로 48 (사직동),043-279-0144
충북,하나장례식장,충청북도 청주시 서원구 대림로 431 (죽림동),043-270-8400
충북,청주시장례식장,충청북도 청주시 상당구 목련로 731 (월오동),043-291-4444
충북,청주탑요양병원장례식장,충청북도 청주시 서원구 궁뜰로 16 (미평동),043-296-9696
충북,초정유진장례식장,충청북도 청주시 청원구 내수읍 우산길 91 (우산리),043-213-0030
충북,충북대학교병원장례식장,"충청북도 청주시 서원구 1순환로 776 (개신동, 충북대학교병원)",043-269-6969
충북,효성병원 장례식장,충청북도 청주시 청원구 2순환로94번길 21 (율량동),043-241-4444
충북,참사랑병원장례식장,충청북도 청주시 서원구 청남로 1910 (미평동),043-298-9200
충북,초정장례식장,"충청북도 청주시 청원구 내수읍 우산길 93, 1,2층 (우산리)",043-213-0030
충북,충주병원장례식장(주),충청북도 충주시 중심1길 12 (문화동),043-845-5100
충북,새로운장례식장,"충청북도 충주시 중심3길 5 (문화동, 새로운병원장례식장)",043-853-9300
충북,충주의료원장례식장,충청북도 충주시 안림로 239-50 (안림동),043-871-0444
충북,건국대학교충주병원장례 식장,충청북도 충주시 국원대로 82 (교현동),043-840-8444
충북,충주기독장례식장,충청북도 충주시 성남2길 7 (성남동),043-844-4460
충북,탄금장례식장,충청북도 충주시 탄금대로 336 (칠금동),043-842-4444
충북,충주영광장례식장(충주시 민장례식장),충청북도 충주시 두루봉길 8 (목행동),043-845-4444
충북,송원장례문화원,충청북도 충주시 주덕읍 신양로 62 (신양리),043-724-2211
충북,제천서울병원장례식장,"충청북도 제천시 숭문로 57 (서부동, 서울병원)",043-644-4422
충북,명지병원장례식장,"충청북도 제천시 내토로 993 (고암동, 제천병원장례식장)",043-651-4440
충북,제천세종장례식장,충청북도 제천시 송학주천로 46 (고암동),043-642-4441
충북,제천제일장례식장,충청북도 제천시 내토로10길 21 (천남동),043-645-4114
충북,송학주천장례식장,충청북도 제천시 송학주천로 97-1 (고암동),043-653-4444
충북,제천노인병원장례식장,충청북도 제천시 북부로13길 94 (천남동),043-640-6144
충북,보은농협장례식장,충청북도 보은군 보은읍 남부로 4305 (금굴리),043-543-3360
충북,금강장례식장,충청북도 보은군 보은읍 남부로 4693 (강산리),043-543-0002
충북,보은장례식장,충청북도 보은군 보은읍 보청대로 1469-36 (길상리),043-544-0028
충북,보은요양병원장례식장,충청북도 보은군 수한면 후평바리미길 31 (후평리),043-542-4440
충북,보은성모병원장례식장,충청북도 보은군 보은읍 뱃들로 53 (이평리),043-544-7444
충북,옥천농협장례식장,충청북도 옥천군 옥천읍 옥천로 1720 (대천리),043-731-4443
충북,옥천성모장례식장,"충청북도 옥천군 옥천읍 성왕로 1195 (문정리, 옥천성모병원)",043-730-7444
충북,영동병원장례식장,"충청북도 영동군 영동읍 대학로 106 (설계리, 영동병원)",043-743-4499
충북,영동장례식장,충청북도 영동군 영동읍 난계로 804-46 (오탄리),043-744-0454
충북,영동제일장례식장,"충청북도 영동군 양강면 양정죽촌로 53-9 (양정리, 장례식장)",043-744-1144
충북,증평현대장례식장,충청북도 증평군 증평읍 중부로 2465 (송산리),043-838-0003
충북,의)증평휴장례식장,충청북도 증평군 증평읍 중앙로 114지하1층 (초중리),043-838-6663
충북,증평장례문화원,충청북도 증평군 증평읍 하평로 55-27 (미암리),043-838-9936
충북,증평대한장례식장,충청북도 증평군 증평읍 인삼로 323 (미암리),043-836-7002
충북,진천제일장례식장,충청북도 진천군 진천읍 진광로 190 (송두리),043-537-4441
충북,진천장례식장,충청북도 진천군 진천읍 백곡로 1451-30 (장관리),043-532-4405
충북,농협장례문화원,충청북도 진천군 이월면 진광로 302-1 (중산리),043-533-8004
충북,괴산장례식장,충청북도 괴산군 괴산읍 읍내로 35-4 (대사리),043-832-4444
충북,괴산동부장례식장,충청북도 괴산군 괴산읍 괴강로 144 (동부리),043-834-4040
충북,괴산성모병원장례식장,충청북도 괴산군 괴산읍 임꺽정로 116 (서부리),043-833-4411
충북,음성농협장례식장,충청북도 음성군 원남면 반기문로 3-26 (하노리),043-872-4119
